date,target_beta,raw_target_beta,entropy,predicted_regime,actual_regime,raw_regime,stable_regime,deployment_state,lock_active,target_bucket,close
2018-01-15,0.3543772334916344,0.9044942364080716,0.595297237945955,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,155.90914916992188
2018-01-16,0.3543772334916344,0.8985595350496824,0.5979908336994003,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,True,CASH,155.4636993408203
2018-01-17,0.3543772334916344,0.8705540466582684,0.6374149650699108,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,157.141357421875
2018-01-18,0.3543772334916344,0.9022875861353447,0.5717946583357644,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,157.16976928710938
2018-01-19,0.3543772334916344,0.9007877589458962,0.5845251488846221,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,157.66262817382812
2018-01-22,0.3543772334916344,0.8963506981215243,0.593311842870994,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,159.3498077392578
2018-01-23,0.3543772334916344,0.8601635928235424,0.6047580684063015,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,160.6672821044922
2018-01-24,0.3543772334916344,0.8702076803320921,0.5924520169398038,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,159.62464904785156
2018-01-25,0.3543772334916344,0.801035858320271,0.4310758259773663,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,159.56773376464844
2018-01-26,0.3543772334916344,0.8394655369204993,0.5136083831925012,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,162.0131378173828
2018-01-29,0.3543772334916344,0.8045907844077138,0.3396071800392661,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,161.22645568847656
2018-01-30,0.3543772334916344,0.8350020973898571,0.48403314233935235,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,159.89955139160156
2018-01-31,0.3543772334916344,0.8911895983611652,0.5826530803164824,MID_CYCLE,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,160.56300354003906
2018-02-01,0.3543772334916344,0.8662061479291124,0.5673351033263058,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,159.19813537597656
2018-02-02,0.3543772334916344,0.8469446752614158,0.5388444868230784,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,156.02284240722656
2018-02-05,0.3543772334916344,0.9041989785080574,0.5676316740789618,MID_CYCLE,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,149.8714599609375
