,hy_ig_spread,real_yield_10y,curve_10y_2y,chicago_fci,vix_3m_1m_ratio,ism_new_orders,ism_inventories,qqq_skew_20d_mean
2021-02-05,3.64,-1.02,1.04,-0.61938,1.2305925585668351,0.0,0.0,0.681830198735915
2021-02-08,3.58,-1.02,1.1,-0.62158,1.270723526593196,0.0,0.0,0.5371687990832892
2021-02-09,3.54,-1.03,1.08,-0.62158,1.2547080979284368,0.0,0.0,0.5266708668810096
2021-02-10,3.51,-1.04,1.07,-0.62158,1.2533518261673602,0.0,0.0,0.5734608784811935
2021-02-11,3.51,-1.06,1.04,-0.62158,1.250113688040018,0.0,0.0,0.5081762817989534
2021-02-12,3.5,-1.04,1.05,-0.62158,1.2809411764705882,2.5536916337215443,0.7165699644160028,0.42893431743023946
2021-02-15,3.48,-1.01,1.09,-0.62332,1.326990485728593,2.5536916337215443,0.7165699644160028,0.42893431743023946
2021-02-16,3.47,,1.09,-0.62332,1.326990485728593,2.5536916337215443,0.7165699644160028,0.5028749981427764
2021-02-17,3.41,-0.93999999999999,1.17,-0.62332,1.2837837837837838,2.5536916337215443,0.7165699644160028,0.6712765227484533
2021-02-18,3.44,-0.9199999999999999,1.18,-0.62332,1.28,2.5536916337215443,0.7165699644160028,0.7795769049728751
2021-02-19,3.46,-0.8699999999999999,1.18,-0.62332,1.238772787905736,2.5536916337215443,0.7165699644160028,0.7960434235397167
2021-02-22,3.41,-0.8,1.23,-0.6252,1.2285714285714284,2.5536916337215443,0.7165699644160028,1.1938980587161792
2021-02-23,3.44,-0.79,1.26,-0.6252,1.1859275053304903,2.5536916337215443,0.7165699644160028,1.2527815860858489
2021-02-24,3.47,-0.79,1.26,-0.6252,1.1735179575941153,2.5536916337215443,0.7165699644160028,0.8209489488902176
2021-02-25,3.42,-0.79,1.26,-0.6252,1.2132146204311154,2.5536916337215443,0.7165699644160028,1.3021102908908
2021-02-26,3.42,-0.6,1.37,-0.6252,1.0467289719626167,2.5536916337215443,0.7165699644160028,0.9966985637159099
2021-03-01,3.52,-0.70999999999999,1.3,-0.62734,1.0590339892665475,2.5536916337215443,0.7165699644160028,0.9414037932642524
2021-03-02,3.54,-0.70999999999999,1.32,-0.62734,1.1468950749464668,0.0,0.0,1.3571505305168696
2021-03-03,3.53,-0.7799999999999999,1.29,-0.62734,1.1269709543568465,0.0,0.0,1.688894057694228
2021-03-04,3.51,-0.74,1.33,-0.62734,1.0794900637420322,0.0,0.0,2.25946953150774
2021-03-05,3.54,-0.66,1.4,-0.62734,1.0528526426321316,0.0,0.0,1.9095982314256077
2021-03-08,3.6,-0.66,1.42,-0.63158,1.1309813463098135,0.0,0.0,2.508302160287322
2021-03-09,3.57,-0.62,1.42,-0.63158,1.1044365920691008,0.0,0.0,1.5912125230870648
2021-03-10,3.62,-0.66,1.38,-0.63158,1.1352476071577196,0.0,0.0,1.5965389914254293
2021-03-11,3.63,-0.73,1.37,-0.63158,1.1826241134751774,0.0,0.0,1.3737463232738123
2021-03-12,3.52,-0.74,1.4,-0.63158,1.190780465540849,0.0,0.0,1.5052795926379416
2021-03-15,3.55,-0.62,1.5,-0.63666,1.2440792653455774,0.5239186735331858,1.526147870717165,1.382272433415098
2021-03-16,3.55,-0.65,1.48,-0.63666,1.2426360459311032,0.5239186735331858,1.526147870717165,1.306719687791073
2021-03-17,3.55,-0.6799999999999999,1.47,-0.63666,1.2486104092976251,0.5239186735331858,1.526147870717165,1.2341867749785767
2021-03-18,3.65,-0.67,1.5,-0.63666,1.2418096723868954,0.5239186735331858,1.526147870717165,1.4213008706522259
2021-03-19,3.66,-0.5599999999999999,1.55,-0.63666,1.1714550509731234,0.5239186735331858,1.526147870717165,1.3561514134952048
2021-03-22,3.67,-0.56999999999999,1.58,-0.64213,1.1928400954653937,0.5239186735331858,1.526147870717165,1.040361402216704
2021-03-23,3.58,-0.64,1.54,-0.64213,1.215042372881356,0.5239186735331858,1.526147870717165,1.0488815351851857
2021-03-24,3.57,-0.66,1.48,-0.64213,1.1724137931034482,0.5239186735331858,1.526147870717165,1.214140314429814
2021-03-25,3.51,-0.69,1.48,-0.64213,1.150943396226415,0.5239186735331858,1.526147870717165,0.9995216967105508
2021-03-26,3.53,-0.69,1.49,-0.64213,1.1797072185764768,0.5239186735331858,1.526147870717165,0.9340945414930912
2021-03-29,3.48,-0.67,1.53,-0.64869,1.183457051961824,0.5239186735331858,1.526147870717165,1.1441901248932262
2021-03-30,3.43,-0.63,1.59,-0.64869,1.1186113789778207,0.5239186735331858,1.526147870717165,1.0627297292294995
2021-03-31,3.44,-0.62,1.57,-0.64869,1.1376848546659868,0.0,0.0,0.7616538805223148
2021-04-01,3.36,-0.63,1.58,-0.64869,1.1417525773195876,0.0,0.0,0.5863746115222658
2021-04-02,3.33,-0.66,1.52,-0.64869,1.2100403923831506,0.0,0.0,0.644326500964392
2021-04-05,,-0.64,1.53,-0.65555,1.2100403923831506,0.0,0.0,0.4054147127595284
2021-04-06,3.25,-0.62,1.56,-0.65555,1.1702959240647683,0.0,0.0,0.5309446278022473
2021-04-07,3.25,-0.65,1.51,-0.65555,1.1677704194260485,0.0,0.0,0.5003642060289332
2021-04-08,3.22,-0.66,1.52,-0.65555,1.2039627039627039,0.0,0.0,0.5517241156933262
2021-04-09,3.21,-0.69,1.5,-0.65555,1.2147492625368732,0.0,0.0,0.46278389567035616
2021-04-12,3.24,-0.64,1.51,-0.66367,1.24266027561414,1.9366874944475754,0.8539394618405138,0.5156913080967057
2021-04-13,3.24,-0.64,1.51,-0.66367,1.231224127735068,1.9366874944475754,0.8539394618405138,0.4900334901781368
2021-04-14,3.32,-0.69,1.48,-0.66367,1.2480480480480483,1.9366874944475754,0.8539394618405138,0.6067461424717614
2021-04-15,3.25,-0.69,1.48,-0.66367,1.2395526780459094,1.9366874944475754,0.8539394618405138,0.31245815054029813
2021-04-16,3.25,-0.77,1.4,-0.66367,1.2528666264333133,1.9366874944475754,0.8539394618405138,0.31799072306714554
2021-04-19,3.22,-0.77,1.43,-0.67041,1.2633846153846156,1.9366874944475754,0.8539394618405138,0.4503182547159895
2021-04-20,3.25,-0.73,1.45,-0.67041,1.2359745517640255,1.9366874944475754,0.8539394618405138,0.4759364549989499
2021-04-21,3.35,-0.74,1.43,-0.67041,1.1964668094218416,1.9366874944475754,0.8539394618405138,0.3053958964511324
2021-04-22,3.34,-0.76,1.42,-0.67041,1.228,1.9366874944475754,0.8539394618405138,0.38947082839279623
2021-04-23,3.34,-0.76,1.41,-0.67041,1.2036344200962052,1.9366874944475754,0.8539394618405138,0.3972693807995085
2021-04-26,3.29,-0.76,1.42,-0.67661,1.2446624350836701,1.9366874944475754,0.8539394618405138,0.3746402062045857
2021-04-27,3.26,-0.7799999999999999,1.4,-0.67661,1.2210884353741496,1.9366874944475754,0.8539394618405138,0.3691153829744587
2021-04-28,3.24,-0.76,1.46,-0.67661,1.214123006833713,0.0,0.0,0.4500376609397809
2021-04-29,3.26,-0.7799999999999999,1.46,-0.67661,1.2228009259259258,0.0,0.0,0.5117064375808602
2021-04-30,3.24,-0.77,1.49,-0.67661,1.2101078932424758,0.0,0.0,0.578500952238271
2021-05-03,3.28,-0.76,1.49,-0.68186,1.185921547555078,0.0,0.0,0.7943763651051083
2021-05-04,3.27,-0.79,1.47,-0.68186,1.1873293282359367,0.0,0.0,1.0157003847278987
2021-05-05,3.32,-0.8099999999999999,1.45,-0.68186,1.163757700205339,0.0,0.0,1.0925113085260028
2021-05-06,3.29,-0.88,1.43,-0.68186,1.1624020887728461,0.0,0.0,1.1359401591115887
2021-05-07,3.3,-0.8699999999999999,1.42,-0.68186,1.1897770527460576,0.0,0.0,1.1047622193782494
2021-05-10,3.27,-0.89,1.46,-0.6867,1.2456560814859197,0.0,0.0,1.4244596903395557
2021-05-11,3.26,-0.91,1.47,-0.6867,1.1393692777212614,0.0,0.0,1.7092400923406021
2021-05-12,3.36,-0.89,1.48,-0.6867,1.1094322344322345,0.0,0.0,1.928639289595348
2021-05-13,3.34,-0.8500000000000001,1.53,-0.6867,1.0213845596230517,2.3429102634866306,0.7697601577994817,2.1851745132483367
2021-05-14,3.37,-0.8500000000000001,1.5,-0.6867,1.092088197146563,2.3429102634866306,0.7697601577994817,1.5897313831331585
2021-05-17,3.35,-0.88,1.47,-0.68879,1.1834130781499204,2.3429102634866306,0.7697601577994817,1.549517505376485
2021-05-18,3.35,-0.8999999999999999,1.48,-0.68879,1.17342799188641,2.3429102634866306,0.7697601577994817,1.5425048144310813
2021-05-19,3.35,-0.88,1.48,-0.68879,1.134957825679475,2.3429102634866306,0.7697601577994817,1.7074786881483768
2021-05-20,3.4,-0.8,1.52,-0.68879,1.1393146979260595,2.3429102634866306,0.7697601577994817,1.1989351640649994
2021-05-21,3.42,-0.7799999999999999,1.48,-0.68879,1.1519109820996611,2.3429102634866306,0.7697601577994817,1.4701482597749687
2021-05-24,3.37,-0.8,1.46,-0.69126,1.16575682382134,2.3429102634866306,0.7697601577994817,1.294686508411722
2021-05-25,3.37,-0.83,1.46,-0.69126,1.2081521739130436,2.3429102634866306,0.7697601577994817,1.2249101527475281
2021-05-26,3.34,-0.86,1.41,-0.69126,1.1889596602972399,2.3429102634866306,0.7697601577994817,1.1410846070842662
2021-05-27,3.35,-0.81999999999999,1.44,-0.69126,1.226958525345622,2.3429102634866306,0.7697601577994817,1.2306324532208992
2021-05-28,3.3,-0.8099999999999999,1.47,-0.69126,1.2132616487455197,2.3429102634866306,0.7697601577994817,1.1156792226406218
2021-05-31,3.29,-0.84,1.44,-0.69339,1.2219570405727922,0.0,0.0,1.0570225693864028
2021-06-01,3.34,,1.44,-0.69339,1.2219570405727922,0.0,0.0,0.8954304886288964
2021-06-02,3.33,-0.84,1.46,-0.69339,1.1921787709497207,0.0,0.0,0.8403202166885129
2021-06-03,3.31,-0.8500000000000001,1.46,-0.69339,1.2254004576659039,0.0,0.0,1.036773778247739
2021-06-04,3.28,-0.79,1.47,-0.69339,1.2095343680709536,0.0,0.0,0.9391711518148176
2021-06-07,3.28,-0.84,1.42,-0.69431,1.2557856272838002,0.0,0.0,0.6500955781098927
2021-06-08,3.27,-0.81999999999999,1.41,-0.69431,1.2515225334957367,0.0,0.0,0.6327595219042533
2021-06-09,3.26,-0.83,1.39,-0.69431,1.2214411247803163,0.0,0.0,0.36645225768594314
2021-06-10,3.22,-0.81999999999999,1.34,-0.69431,1.189491335941867,0.0,0.0,0.3566416862411541
2021-06-11,3.23,-0.8999999999999999,1.31,-0.69431,1.2472049689440992,-2.588739550660668,1.5779058230734222,0.44235050195405656
2021-06-14,3.21,-0.8500000000000001,1.31,-0.69356,1.2549520766773163,-2.588739550660668,1.5779058230734222,0.32856148627088544
2021-06-15,3.17,-0.8500000000000001,1.35,-0.69356,1.2287980475899938,-2.588739550660668,1.5779058230734222,0.3261345855520664
2021-06-16,3.17,-0.8699999999999999,1.35,-0.69356,1.2150411280846063,-2.588739550660668,1.5779058230734222,0.3711666948902212
2021-06-17,3.12,-0.75,1.36,-0.69356,1.1713498622589533,-2.588739550660668,1.5779058230734222,0.4009690755858938
2021-06-18,3.15,-0.75,1.29,-0.69356,1.1819718309859155,-2.588739550660668,1.5779058230734222,0.42890587759193505
2021-06-21,3.18,-0.79,1.19,-0.6905,1.1077294685990338,-2.588739550660668,1.5779058230734222,0.4919296602479428
2021-06-22,3.14,-0.75,1.23,-0.6905,1.1805477920626049,-2.588739550660668,1.5779058230734222,0.4431796315597794
2021-06-23,3.15,-0.83,1.23,-0.6905,1.2046818727490995,-2.588739550660668,1.5779058230734222,0.4603910753207589
2021-06-24,3.13,-0.84,1.24,-0.6905,1.2071078431372548,-2.588739550660668,1.5779058230734222,0.3813044802856469
2021-06-25,3.08,-0.8099999999999999,1.23,-0.6905,1.206011271133375,-2.588739550660668,1.5779058230734222,0.411648339752848
2021-06-28,3.04,-0.8,1.26,-0.68648,1.2163892445582587,-2.588739550660668,1.5779058230734222,0.35741024154720036
2021-06-29,3.05,-0.84,1.24,-0.68648,1.2068527918781726,0.0,0.0,0.3092673472967518
2021-06-30,3.03,-0.83,1.22,-0.68648,1.2166042446941323,0.0,0.0,0.3324826009376835
2021-07-01,3.04,-0.8699999999999999,1.2,-0.68648,1.2324699936828807,0.0,0.0,0.22081685639437718
2021-07-02,3.02,-0.8699999999999999,1.23,-0.68648,1.2564599483204133,0.0,0.0,0.2344598081524411
2021-07-05,3.04,-0.89,1.2,-0.68094,1.2806901128069013,0.0,0.0,0.24259396863337224
2021-07-06,3.03,,1.2,-0.68094,1.2806901128069013,0.0,0.0,0.2321950436300474
2021-07-07,3.05,-0.93999999999999,1.15,-0.68094,1.232360097323601,0.0,0.0,0.22744966492740132
2021-07-08,3.05,-0.95,1.11,-0.68094,1.2598765432098766,0.0,0.0,0.3310339941345976
2021-07-09,3.14,-0.9199999999999999,1.11,-0.68094,1.156842105263158,0.0,0.0,0.31687114516025217
2021-07-12,3.07,-0.91,1.14,-0.67427,1.2632880098887516,0.0,0.0,0.33960139014872237
2021-07-13,3.05,-0.95,1.15,-0.67427,1.2653061224489794,2.4856122969330485,1.461940704447362,0.2570775935015461
2021-07-14,3.04,-0.93999999999999,1.16,-0.67427,1.2342289719626167,2.4856122969330485,1.461940704447362,0.20625612417369876
2021-07-15,3.1,-0.97,1.14,-0.67427,1.2627066748315985,2.4856122969330485,1.461940704447362,0.3475664298014317
2021-07-16,3.14,-1.01,1.08,-0.67427,1.2398589065255732,2.4856122969330485,1.461940704447362,0.3512599915403228
2021-07-19,3.18,-1.02,1.06,-0.66755,1.1962059620596206,2.4856122969330485,1.461940704447362,0.5185653645797044
2021-07-20,3.44,-1.05,0.98,-0.66755,1.1066666666666667,2.4856122969330485,1.461940704447362,0.5000638412145495
2021-07-21,3.38,-1.03,1.03,-0.66755,1.1758743030917385,2.4856122969330485,1.461940704447362,0.4495212635822347
2021-07-22,3.24,-0.98,1.08,-0.66755,1.221105527638191,2.4856122969330485,1.461940704447362,0.4468540936962474
2021-07-23,3.24,-1.01,1.07,-0.66755,1.235726399095534,2.4856122969330485,1.461940704447362,0.3697848632108386
2021-07-26,3.22,-1.05,1.08,-0.66103,1.2587209302325582,2.4856122969330485,1.461940704447362,0.42797146421282894
2021-07-27,3.21,-1.11,1.07,-0.66103,1.236632536973834,2.4856122969330485,1.461940704447362,0.6110063331730082
2021-07-28,3.27,-1.13,1.05,-0.66103,1.18801652892562,2.4856122969330485,1.461940704447362,0.5568745112422068
2021-07-29,3.26,-1.15,1.06,-0.66103,1.2206444565811034,0.0,0.0,0.5464568668361276
2021-07-30,3.23,-1.15,1.08,-0.66103,1.2361581920903955,0.0,0.0,0.7304853179091334
2021-08-02,3.32,-1.16,1.05,-0.65571,1.2160087719298247,0.0,0.0,0.7295234440800513
2021-08-03,3.36,-1.16999999999999,1.03,-0.65571,1.18448098663926,0.0,0.0,0.7097637002774757
2021-08-04,3.42,-1.18999999999999,1.02,-0.65571,1.229490022172949,0.0,0.0,0.7171911861116586
2021-08-05,3.42,-1.16,1.02,-0.65571,1.2337228714524209,0.0,0.0,0.5657151095889561
2021-08-06,3.37,-1.0999999999999999,1.02,-0.65571,1.2453703703703702,0.0,0.0,0.6900364578436805
2021-08-09,3.32,-1.06,1.1,-0.65107,1.2922600619195048,0.0,0.0,0.713092725424252
2021-08-10,3.34,-1.04,1.1,-0.65107,1.2721291866028708,0.0,0.0,0.7962959553393554
2021-08-11,3.32,-1.04,1.12,-0.65107,1.2632519356759977,0.0,0.0,0.8488860239422763
2021-08-12,3.37,-1.0699999999999998,1.12,-0.65107,1.287048567870486,0.4222288565701282,1.3559574076755343,0.6898794468901944
2021-08-13,3.34,-1.05,1.13,-0.65107,1.2989095574085954,0.4222288565701282,1.3559574076755343,0.53267679775037
2021-08-16,3.36,-1.08,1.06,-0.64834,1.3113268608414241,0.4222288565701282,1.3559574076755343,0.4076021844772644
2021-08-17,3.38,-1.0999999999999999,1.05,-0.64834,1.280397022332506,0.4222288565701282,1.3559574076755343,0.6505641862828689
2021-08-18,3.37,-1.0699999999999998,1.03,-0.64834,1.2116136236739252,0.4222288565701282,1.3559574076755343,0.955583514034723
2021-08-19,3.35,-1.05,1.04,-0.64834,1.1033843300880852,0.4222288565701282,1.3559574076755343,0.9923285382800208
2021-08-20,3.42,-1.04,1.02,-0.64834,1.1167512690355328,0.4222288565701282,1.3559574076755343,1.0214668647992124
2021-08-23,3.37,-1.01,1.03,-0.64667,1.2074353448275863,0.4222288565701282,1.3559574076755343,0.776550606501759
2021-08-24,3.34,-1.02,1.02,-0.64667,1.2361516034985423,0.4222288565701282,1.3559574076755343,0.5610875562734643
2021-08-25,3.26,-1.01,1.05,-0.64667,1.232288037166086,0.4222288565701282,1.3559574076755343,0.5865043317504584
2021-08-26,3.22,-1.0,1.12,-0.64667,1.2382370458606313,0.4222288565701282,1.3559574076755343,0.7146724576801752
2021-08-27,3.2,-0.98999999999999,1.09,-0.64667,1.1602972399150744,0.4222288565701282,1.3559574076755343,0.5342705053096456
2021-08-30,3.17,-1.08,1.09,-0.64735,1.2574740695546065,0.0,0.0,0.458486640962411
2021-08-31,3.16,-1.08,1.09,-0.64735,1.2600370599135267,0.0,0.0,0.5080832242198732
2021-09-01,3.21,-1.03,1.1,-0.64735,1.2390776699029127,0.0,0.0,0.5065896458139744
2021-09-02,3.19,-1.03,1.11,-0.64735,1.2464307883302297,0.0,0.0,0.5621546078489514
2021-09-03,3.16,-1.03,1.09,-0.64735,1.2266910420475319,0.0,0.0,0.4741209182398486
2021-09-06,3.14,-1.01,1.12,-0.64853,1.2382693479585618,0.0,0.0,0.4870825324524705
2021-09-07,3.13,,1.12,-0.64853,1.2382693479585618,0.0,0.0,0.40279612240311563
2021-09-08,3.16,-0.98,1.16,-0.64853,1.1868798235942668,0.0,0.0,0.428360975586014
2021-09-09,3.16,-1.03,1.13,-0.64853,1.2021158129175946,0.0,0.0,0.5045851098549531
2021-09-10,3.15,-1.08,1.07,-0.64853,1.1734042553191488,1.0702454769387693,1.3760405244706675,0.6558694737400765
2021-09-13,3.11,-1.05,1.12,-0.65038,1.1126491646778043,1.0702454769387693,1.3760405244706675,0.6717364511879073
2021-09-14,3.09,-1.04,1.12,-0.65038,1.160041300980898,1.0702454769387693,1.3760405244706675,0.5746515188194946
2021-09-15,3.11,-1.05,1.07,-0.65038,1.158787255909558,1.0702454769387693,1.3760405244706675,0.372883190542525
2021-09-16,3.08,-1.04,1.1,-0.65038,1.1969196919691971,1.0702454769387693,1.3760405244706675,0.39675236499497146
2021-09-17,3.06,-1.01,1.11,-0.65038,1.1669341894060994,1.0702454769387693,1.3760405244706675,0.6901297603452788
2021-09-20,3.04,-0.96,1.14,-0.65253,1.1158097068716963,1.0702454769387693,1.3760405244706675,1.476208239638089
2021-09-21,3.23,-0.98,1.08,-0.65253,1.0268378063010501,1.0702454769387693,1.3760405244706675,1.5478323517158303
2021-09-22,3.17,-0.96,1.11,-0.65253,1.0455665024630543,1.0702454769387693,1.3760405244706675,1.2708893651953321
2021-09-23,3.09,-0.96,1.07,-0.65253,1.1044561571633924,1.0702454769387693,1.3760405244706675,0.942299525871213
2021-09-24,3.03,-0.8999999999999999,1.14,-0.65253,1.147074610842727,1.0702454769387693,1.3760405244706675,1.1212934489842805
2021-09-27,3.05,-0.8699999999999999,1.18,-0.65373,1.1729577464788732,1.0702454769387693,1.3760405244706675,1.7087510583550227
2021-09-28,3.06,-0.8699999999999999,1.17,-0.65373,1.1407249466950957,0.0,0.0,2.4937711394569724
2021-09-29,3.13,-0.84,1.23,-0.65373,1.0335483870967743,0.0,0.0,2.6669243914729046
2021-09-30,3.09,-0.81999999999999,1.25,-0.65373,1.051418439716312,0.0,0.0,2.76291737089896
2021-10-01,3.15,-0.8500000000000001,1.24,-0.65373,1.0315471045808124,0.0,0.0,2.526121460504554
2021-10-04,3.2,-0.8999999999999999,1.21,-0.65398,1.0898345153664304,0.0,0.0,3.101550790568965
2021-10-05,3.21,-0.89,1.22,-0.65398,1.0500871080139371,0.0,0.0,2.3297367794693002
2021-10-06,3.17,-0.91,1.26,-0.65398,1.0849765258215962,0.0,0.0,1.9948360165942696
2021-10-07,3.29,-0.8999999999999999,1.23,-0.65398,1.0876190476190477,0.0,0.0,1.655861528986852
2021-10-08,3.19,-0.88,1.26,-0.65398,1.1320368474923235,0.0,0.0,1.6152800705718742
2021-10-11,3.2,-0.89,1.29,-0.65218,1.1656899307405435,0.0,0.0,1.7240889879704293
2021-10-12,3.2,,1.29,-0.65218,1.1195,0.0,0.0,1.7341412252084945
2021-10-13,3.28,-0.8999999999999999,1.24,-0.65218,1.1249370277078083,-0.009804745496821976,1.6065679493820095,1.7187732850317265
2021-10-14,3.25,-0.96,1.19,-0.65218,1.1555793991416308,-0.009804745496821976,1.6065679493820095,1.3491776808552136
2021-10-15,3.18,-1.0,1.16,-0.65218,1.208185053380783,-0.009804745496821976,1.6065679493820095,1.1199480750523956
2021-10-18,3.12,-0.97,1.18,-0.64653,1.2453987730061349,-0.009804745496821976,1.6065679493820095,0.7968238226332238
2021-10-19,3.11,-0.95,1.15,-0.64653,1.2440220723482527,-0.009804745496821976,1.6065679493820095,0.7487968770978871
2021-10-20,3.09,-0.89,1.24,-0.64653,1.272611464968153,-0.009804745496821976,1.6065679493820095,0.8354285733002192
2021-10-21,3.07,-0.9199999999999999,1.25,-0.64653,1.2827630729502906,-0.009804745496821976,1.6065679493820095,0.8635529492419372
2021-10-22,3.03,-0.96,1.23,-0.64653,1.2978014656895402,-0.009804745496821976,1.6065679493820095,0.9639786187039487
2021-10-25,3.07,-0.98,1.18,-0.63663,1.2968243681140637,-0.009804745496821976,1.6065679493820095,0.7889259368163624
2021-10-26,3.11,-1.02,1.17,-0.63663,1.2834645669291338,-0.009804745496821976,1.6065679493820095,0.4961179151598033
2021-10-27,3.09,-1.06,1.16,-0.63663,1.2584480600750938,-0.009804745496821976,1.6065679493820095,0.4701442600344535
2021-10-28,3.11,-1.11,1.04,-0.63663,1.2302709069493523,-0.009804745496821976,1.6065679493820095,0.3951101431785057
2021-10-29,3.08,-1.0,1.07,-0.63663,1.2389594676346036,0.0,0.0,0.3994314184944482
2021-11-01,3.15,-0.96,1.07,-0.62217,1.2527675276752768,0.0,0.0,0.21420306186562138
2021-11-02,3.16,-0.9199999999999999,1.08,-0.62217,1.242535039609994,0.0,0.0,0.23212444538782623
2021-11-03,3.21,-0.95,1.1,-0.62217,1.2538989394884592,0.0,0.0,0.22367236914941618
2021-11-04,3.18,-0.9299999999999999,1.13,-0.62217,1.2913907284768211,0.0,0.0,0.21683713764781853
2021-11-05,3.19,-1.03,1.12,-0.62217,1.2759067357512954,0.0,0.0,0.1736209855552863
2021-11-08,3.12,-1.09,1.06,-0.60449,1.2433252427184465,0.0,0.0,0.1210745927028014
2021-11-09,3.03,-1.11,1.06,-0.60449,1.218350754936121,0.0,0.0,0.1493285577491803
2021-11-10,3.08,-1.16999999999999,1.05,-0.60449,1.204161979752531,0.0,0.0,0.29101432925651116
2021-11-11,3.06,-1.13999999999999,1.05,-0.60449,1.174586225306994,0.0,0.0,0.3381799631653824
2021-11-12,3.06,,1.05,-0.60449,1.2106455266138165,1.13886281816018,1.32165690646322,0.32400786706759654
2021-11-15,3.09,-1.15,1.05,-0.58523,1.2701043585021488,1.13886281816018,1.32165690646322,0.3624502868496901
2021-11-16,3.1,-1.13,1.1,-0.58523,1.2656155245603398,1.13886281816018,1.32165690646322,0.3642432239742902
2021-11-17,3.12,-1.0999999999999999,1.09,-0.58523,1.2767257177764202,1.13886281816018,1.32165690646322,0.34774675084583273
2021-11-18,3.17,-1.0999999999999999,1.08,-0.58523,1.2612507305669198,1.13886281816018,1.32165690646322,0.33217805796408906
2021-11-19,3.19,-1.13999999999999,1.07,-0.58523,1.245025582717453,1.13886281816018,1.32165690646322,0.23024491210509462
2021-11-22,3.24,-1.11,1.02,-0.56726,1.2238972640982693,1.13886281816018,1.32165690646322,0.38480429097609214
2021-11-23,3.18,-0.98,1.0,-0.56726,1.1804903495044339,1.13886281816018,1.32165690646322,0.4509556324180381
2021-11-24,3.3,-0.95,1.07,-0.56726,1.1584107327141384,1.13886281816018,1.32165690646322,0.4463551034658473
2021-11-25,3.32,-0.97,1.0,-0.56726,1.178686759956943,1.13886281816018,1.32165690646322,0.5107202751235568
2021-11-26,3.32,,1.0,-0.56726,1.178686759956943,1.13886281816018,1.32165690646322,0.8085564380877348
2021-11-29,3.62,-1.0699999999999998,0.98,-0.55136,1.0192173305380854,1.13886281816018,1.32165690646322,0.6449748245665605
2021-11-30,3.53,-1.02,1.01,-0.55136,1.0905923344947734,0.0,0.0,0.846653045019428
2021-12-01,3.67,-1.0699999999999998,0.91,-0.55136,1.034571533652078,0.0,0.0,1.190684815196207
2021-12-02,3.58,-1.01,0.87,-0.55136,0.9893958868894601,0.0,0.0,1.2861741987271804
2021-12-03,3.54,-1.03,0.81,-0.55136,1.042933810375671,0.0,0.0,1.555928290917866
2021-12-06,3.56,-1.08,0.75,-0.54039,1.03619171829149,0.0,0.0,1.3764741939674068
2021-12-07,3.41,-1.01,0.78,-0.54039,1.0625459896983076,0.0,0.0,0.9253353228204303
2021-12-08,3.16,-0.98999999999999,0.78,-0.54039,1.1402466879853814,0.0,0.0,0.756564094952699
2021-12-09,3.21,-1.0,0.84,-0.54039,1.1874371859296482,0.0,0.0,0.9110266883041046
2021-12-10,3.25,-0.98,0.79,-0.54039,1.1427247451343838,0.0,0.0,0.9081277608005297
2021-12-13,3.29,-0.96,0.81,-0.53827,1.2402354200107009,0.6398891966759024,1.568679194561362,1.0383480037545583
2021-12-14,3.33,-0.98,0.76,-0.53827,1.1974396848842936,0.6398891966759024,1.568679194561362,1.212200299749827
2021-12-15,3.35,-0.9299999999999999,0.77,-0.53827,1.158063042485153,0.6398891966759024,1.568679194561362,0.9950891618618497
2021-12-16,3.33,-0.9199999999999999,0.78,-0.53827,1.2078797304302749,0.6398891966759024,1.568679194561362,1.3111695992336152
2021-12-17,3.32,-0.98,0.8,-0.53827,1.1847350510452115,0.6398891966759024,1.568679194561362,1.424640682352505
2021-12-20,3.36,-0.97,0.75,-0.54091,1.17663421418637,0.6398891966759024,1.568679194561362,1.4070294261403526
2021-12-21,3.41,-0.96,0.78,-0.54091,1.1504153913423698,0.6398891966759024,1.568679194561362,1.131390404339733
2021-12-22,3.25,-0.96,0.78,-0.54091,1.1899095668729176,0.6398891966759024,1.568679194561362,1.0588587112557566
2021-12-23,3.21,-1.01,0.78,-0.54091,1.2646269457863661,0.6398891966759024,1.568679194561362,1.0046552910702922
2021-12-24,3.12,-0.97,0.79,-0.54091,1.2939866369710467,0.6398891966759024,1.568679194561362,0.8759270739913888
2021-12-27,,,0.79,-0.5479,1.2939866369710467,0.6398891966759024,1.568679194561362,0.9078277473445292
2021-12-28,3.02,-1.02,0.72,-0.5479,1.2861990950226243,0.6398891966759024,1.568679194561362,0.83708984649959
2021-12-29,3.01,-1.01,0.75,-0.5479,1.2730900798175597,0.0,0.0,0.7184187090445525
2021-12-30,3.03,-0.98,0.8,-0.5479,1.287905604719764,0.0,0.0,0.778958323486769
2021-12-31,3.09,-1.06,0.79,-0.5479,1.2625504904789384,0.0,0.0,0.6963423681498733
2022-01-03,3.1,-1.04,0.79,-0.55641,1.2706155632984901,0.0,0.0,0.688110220284837
2022-01-04,3.05,-0.97,0.85,-0.55641,1.296987951807229,0.0,0.0,1.0047819508651692
2022-01-05,3.09,-0.91,0.89,-0.55641,1.2785334121821408,0.0,0.0,1.350317816405148
2022-01-06,3.07,-0.81999999999999,0.88,-0.55641,1.1895590471363404,0.0,0.0,1.212842292910339
